video_id,published_at,channel_id,title,description,channel_title,subscriber_count,channel_published_at,channel_country,channel_video_count,channel_keywords,channel_topic_categories,avg_comment_sentiment,comment_sentiment_std,avg_top_comment_replies,thumbnail_url,tags,category_id,topic_categories,license,live_broadcast_content,default_language,default_audio_language,is_embeddable,made_for_kids,favorite_count,duration,definition,caption,licensed_content,added_at,fetch_timestamp,view_count,like_count,comment_count,duration_seconds,days_since_published,views_per_day,peak_rank,will_trend,days_to_peak,performance_bucket
D3Se71O96i0,2025-10-02 06:30:07+00:00,UCAAufdrkoIXtfHQI9QE1tzA,patriot malayalam teaser  mammootty  mohanlal  mahesh narayanan  anto joseph,,Anto Joseph Film Company,624000,,,,,,,,,,mammootty mohanlal fahadh faasil kunchacko boban nayanthara revathy mmmn patriot malayalam latest patriot malayalam movie malayalam patriot mammootty malayalam film patriot mammootty mohanlal malayalam films malayalam cinema malayalam movies patriot movie mohanlal about patriot movie pan indian,24,,,,,,,,,82.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-02 00:00:00+00:00,1844026,102731,5987,82,-1,inf,3000639,1,4,Viral
D3Se71O96i0,2025-10-02 06:30:07+00:00,UCAAufdrkoIXtfHQI9QE1tzA,patriot malayalam teaser  mammootty  mohanlal  mahesh narayanan  anto joseph,,Anto Joseph Film Company,624000,,,,,,,,,,mammootty mohanlal fahadh faasil kunchacko boban nayanthara revathy mmmn patriot malayalam latest patriot malayalam movie malayalam patriot mammootty malayalam film patriot mammootty mohanlal malayalam films malayalam cinema malayalam movies patriot movie mohanlal about patriot movie pan indian,24,,,,,,,,,82.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-03 00:00:00+00:00,2638905,120851,6612,82,0,2638905.0,3000639,1,4,Viral
D3Se71O96i0,2025-10-02 06:30:07+00:00,UCAAufdrkoIXtfHQI9QE1tzA,patriot malayalam teaser  mammootty  mohanlal  mahesh narayanan  anto joseph,,Anto Joseph Film Company,624000,,,,,,,,,,mammootty mohanlal fahadh faasil kunchacko boban nayanthara revathy mmmn patriot malayalam latest patriot malayalam movie malayalam patriot mammootty malayalam film patriot mammootty mohanlal malayalam films malayalam cinema malayalam movies patriot movie mohanlal about patriot movie pan indian,24,,,,,,,,,82.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,2820929,123353,6724,82,1,1410464.5,3000639,1,4,Viral
D3Se71O96i0,2025-10-02 06:30:07+00:00,UCAAufdrkoIXtfHQI9QE1tzA,patriot malayalam teaser  mammootty  mohanlal  mahesh narayanan  anto joseph,,Anto Joseph Film Company,624000,,,,,,,,,,mammootty mohanlal fahadh faasil kunchacko boban nayanthara revathy mmmn patriot malayalam latest patriot malayalam movie malayalam patriot mammootty malayalam film patriot mammootty mohanlal malayalam films malayalam cinema malayalam movies patriot movie mohanlal about patriot movie pan indian,24,,,,,,,,,82.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,3000639,126756,6829,82,4,600127.8,3000639,1,4,Viral
A8B61clzr_Y,2025-10-06 10:34:52+00:00,UCMK2MVNthSkVfb8oPcQpMdw,long slide game with elephant gorilla buffalo hippopotamus tiger 3d animal game funny 3d animals,,Firodaliso FunAnimation,841000,,,,,,,,,,wild animals funny animals animals elephant mammoth elephant animal revolt battle animal fights animal game animal games buffalo cartoon animal games funny animal videos farm animals animal zoo animals 3d animals animals cage game animals games zoo animals names cute animals monster lion mammoth attacks cow cartoon buffalo cartoon animals animals for kids animal fight animal names and sounds for kids learn animal names,24,,,,,,,,,862.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1097775,63526,1323,862,0,1097775.0,1097775,1,0,High-Performing
YbjdmLVXyHs,2025-10-06 05:30:07+00:00,UCaNVvLC6bcsvIwuDm3tItWQ,gulzaar chhaniwala  dadson  official video   hallu mandiaala  new haryanvi song 2025,,Gulzaar Chhaniwala,8920000,,,,,,,,,,gulzaar chhaniwala gulzaar chhaniwala new song dadson,10,,,,,,,,,232.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,339159,29735,3502,232,0,339159.0,339159,0,0,Popular
AqbIRNL-vFo,2025-10-05 05:42:05+00:00,UCp8WoMOdQrSSPAJmQTGbNTw,jodettu official kannada teaser  chikkanna  sunil  v harikrishna  k somashekar  s mahesh kumar,,DBeatsMusicWorld,4540000,,,,,,,,,,dbeats dbeats kannada d beats music dbeats music world kannada film kannada film songs kannada movie songs kannada kannada kannada songs kannada new songs kannada hit songs trending kannada songs 2025 kannada songs kannada new songs 2025 teaser jodettu kannada teaser chikkanna official teaser chikkanna movie v harikrishna trending kannada movie teaser super hit jodettu chikkanna jodethu jodetu teeser teesar chikanna natural star dboss dboss chikkanna,24,,,,,,,,,102.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1150777,26034,725,102,1,575388.5,1150777,1,1,High-Performing
OJv16uPuO9g,2025-10-05 13:43:58+00:00,UC85rY9_uW-3TdfKmyW2c57g,long slide game with cow elephant gorilla hippopotamus tiger 3d animal game funny 3d animals,,Animals Tralala,21400,,,,,,,,,,,24,,,,,,,,,709.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,3085018,33703,3275,709,1,1542509.0,3085018,1,1,Viral
T9ILED9zA6E,2025-10-05 23:07:18+00:00,UCi5g2Y4keAkIkEt8YvR5JoA,               laxmi mantra  sharad purnima,,Vats Bhakti Sagar,2170000,,,,,,,,,,      laxmi mantra laxmi mantra live live laxmi mantra om mahalaxmi laxmi laxmi ji mantra arti laxmi arti mantra laxmi mantra arti laxmi mata mantra laxmi maiya jai laxmi mantra    vishnu laxmi mantra laxmi vishnu mantra laxmi mata mantra 1018 times laxmi mata ka mantra maa laxmi mantra powerfull laxmi mantra laxmi mantra for money laxmi mantra live morning  dhanteras sharad purnima mantra ,24,,,,,,,,,1177.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,163050,1786,221,1177,1,81525.0,163050,0,1,Standard
cDL3Zjdz514,2025-10-06 15:59:59+00:00,UC2-BeLxzUBSs0uSrmzWhJuQ,predator badlands  final trailer,,20th Century Studios,5010000,,,,,,,,,,trailer,1,,,,,,,,,118.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,866069,23520,1912,118,0,866069.0,866069,0,0,Popular
vcoHwSMsHog,2025-10-06 08:13:58+00:00,UClqifC6Nd7v-IfTqce4k62A,i joined giants vs tiny minecraft civilization with doorbin,,Carry Depie,3220000,,,,,,,,,,carry depie minecraft doorbin,20,,,,,,,,,929.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,929546,11021,734,929,0,929546.0,929546,1,0,High-Performing
1TRGxRGcyN0,2025-10-05 17:53:15+00:00,UCUB59Xatk8mVarykhCv_FpQ,   hanuman chalisa i gulshan kumar i hariharan full hd video shree hanuman chalisa,,Sur Taal Bhakti,3570,,,,,,,,,,   hanuman chalisa gulshan kumar hariharan shree hanuman chalisa hanuman chalisa gulashan kumar hanuman chalisa live hanuman chalisa hanuman ji ke gana hanuman hanuman ji ka bhakti song hanuman chalisa fast hanuman chalisa dj hanuman chalisa full hanuman chalisa song hanuman chalisa new hanuman chalisa ms subbulakshmi hanuman chalisa kannada hanuman chalisa lofi,22,,,,,,,,,6007.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,145822,1131,83,6007,1,72911.0,145822,0,1,Standard
t1huaCOto2k,2025-10-04 14:29:24+00:00,UCials1wQnEN_NykYZr1048w,rambo  official trailer  from 10th oct 2025 on sunnxt  arulnithi  muthaiya  sun nxt exclusive,,Sun NXT,7680000,,,,,,,,,,,24,,,,,,,,,106.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,741777,9626,404,106,2,247259.0,741777,0,2,Popular
DNdGocGwSpo,2025-10-06 09:21:03+00:00,UCD1Em4q90ZUK2R5HKesszJg,clash on  biggest matchmaking update yet ,,Clash of Clans,21600000,,,,,,,,,,clash of clans coc clash of clans gameplay clash of clans strategy clash of clans animation clash of clans commercial clash of clans attacks clash of clans town hall hog rider pekka clan wars season challenges clan war leagues clash on clan game clan games clasharama clasharama,20,,,,,,,,,37.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1707848,32033,3115,37,0,1707848.0,1707848,1,0,High-Performing
JH1Wk6kB8To,2025-10-06 04:30:04+00:00,UCV7XiN_H4Vf375SPIGfoxMw,lugai chhoti official video ajay hooda kavita joshi  new haryanvi songs haryanavi 2025  dj song,,Ajay Hooda Official ,111000,,,,,,,,,,lugai chhoti lugai chhoti song lugai chhoti ajay hooda ajay hooda ajay hooda song ajay hooda new song ajay hooda ke gane ajay hooda dj song kavita joshi harjeet deewana komal chaudhary gulshan music haryanvi song haryanvi songs haryanvi song 2025 new haryanvi song 2025 latest haryanvi song 2025 new haryanvi dj song 2025 new haryanvi songs haryanavi 2025 new haryanvi songs latest haryanvi songs haryanvi dj songs haryanvi songs haryanavi dj song,10,,,,,,,,,176.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1120500,137052,14627,176,0,1120500.0,1120500,1,0,High-Performing
ZGn3Qj3-pHc,2025-10-03 02:30:27+00:00,UCIobY5Y-ly9Bo458yjy36OQ,naihar sasural i   i official trailer i sanjana pandey i bhojpuri movie 2025,,B4U Bhojpuri,12400000,,,,,,,,,,naihar sasural naihar sasural movie naihar sasural trailer sanjana pandey bhojpuri movie 2025 bhojpuri film bhojpuri sanjana pandey movie sanjana bhojpuri sanjana bhojpuri trailer,1,,,,,,,,,288.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-03 00:00:00+00:00,499521,3539,40,288,-1,inf,1289897,1,3,High-Performing
ZGn3Qj3-pHc,2025-10-03 02:30:27+00:00,UCIobY5Y-ly9Bo458yjy36OQ,naihar sasural i   i official trailer i sanjana pandey i bhojpuri movie 2025,,B4U Bhojpuri,12400000,,,,,,,,,,naihar sasural naihar sasural movie naihar sasural trailer sanjana pandey bhojpuri movie 2025 bhojpuri film bhojpuri sanjana pandey movie sanjana bhojpuri sanjana bhojpuri trailer,1,,,,,,,,,288.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,890085,4689,54,288,0,890085.0,1289897,1,3,High-Performing
ZGn3Qj3-pHc,2025-10-03 02:30:27+00:00,UCIobY5Y-ly9Bo458yjy36OQ,naihar sasural i   i official trailer i sanjana pandey i bhojpuri movie 2025,,B4U Bhojpuri,12400000,,,,,,,,,,naihar sasural naihar sasural movie naihar sasural trailer sanjana pandey bhojpuri movie 2025 bhojpuri film bhojpuri sanjana pandey movie sanjana bhojpuri sanjana bhojpuri trailer,1,,,,,,,,,288.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1289897,5693,68,288,3,322474.25,1289897,1,3,High-Performing
bQtZbwpbUlM,2025-10-06 09:43:25+00:00,UCWRmZvwkp6oNca2wW3uFcFg,i found my 7 years old free fire id,,SATVIK,11200000,,,,,,,,,,,20,,,,,,,,,1373.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,873108,28276,2512,1373,0,873108.0,873108,1,0,High-Performing
_5c6EmJurxc,2025-10-06 04:30:08+00:00,UCbYXVxwDEWc9sIt6yZhweqQ,circle official video amanraj gill  manisha sharma shivani yadav  new haryanvi song 2025,,Nav Haryanvi,11500000,,,,,,,,,,circle circle song circle amanraj gill amanraj gill manisha sharma shivani yadav new latest haryanvi songs haryanavi 2025 haryanvi song haryanvi songs haryanvi song 2025 haryanvi songs 2025 new haryanvi song haryanvi new song haryanvi song new new haryanvi songs latest haryanvi songs new haryanvi song 2025 latest haryanvi song 2025 haryanvi songs haryanavi new haryanvi songs haryanavi 2025 amanraj gill song amanraj gill new song nav haryanvi,10,,,,,,,,,189.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,1311366,99460,2997,189,0,1311366.0,1311366,1,0,High-Performing
zvO9tNMSKTM,2025-10-06 07:09:01+00:00,UCfUfzLTmYdmVrSOuGk6ddFA,mithra mandali jampack trailer  priyadarshi niharika nm  laddu vishnu  satya  bunny vas,,Nakshatra News,252000,,,,,,,,,,prabhas pawan kalyan speech chiranjeevi ram charan allu arjun mahesh babu nakshatra news channel nakshatra news jaahnavi media,24,,,,,,,,,260.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,293850,4370,91,260,0,293850.0,293850,0,0,Popular
6mCywTW1wcs,2025-10-06 23:38:37+00:00,UCI1vyXBgX3bruwvChLMNxjQ,1 ek sapna  classic hacker or what  bgmi live,,LoLzZz Gaming,2460000,,,,,,,,,,lolz lolzz lolzzz lolz gaming lolzz gaming lolzzz gaming bgmi conqueror,20,,,,,,,,,24262.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,473725,28672,35,24262,0,473725.0,473725,0,0,Popular
CxnP8oR9n00,2025-10-06 00:00:13+00:00,UCzhhvdUDJyVQL7qddS60lSg,kuanra punei  gajalaxmi brata katha         namita agrawal,,Namita Agrawal,3560000,,,,,,,,,,namita agrawal namita agarwal namita agrawal channel namita agrawal bhajan namita agrawal odia bhajan namita agrawal new song namita agrawal all bhajan song namita agrawal all bhajan video    namita agrawal new bhajan gajalaxmi brata katha ma gajalaxmi story odia brata katha kuanra punei odia devotional video,10,,,,,,,,,1400.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,150860,1541,97,1400,0,150860.0,150860,0,0,Standard
qR-z_27Dj7k,2025-10-06 06:30:24+00:00,UC1NtcHxG3wiyhtbbPmIaMnA,jamnapaar season 2  official trailer  ritvik sahore  srishti ganguly rindani  amazon mx player,,Amazon MX Player,5230000,,,,,,,,,,jamnapaar season 2 trailer new trailers trailer hindi trailer jamnapaar jamnapaar season 1 mx player web series new web series web series ritvik sahore web series ritvik sahore srishti rindani official trailer amazon mx player jamnapaar official trailer jamnapaar season 2 official trailer varun badola vijay raz anubha fatehpuria srishti ganguly rindani druv sehgal anushka kaushik sunshine productions drama hindi new web series hindi trailers 2025 new,24,,,,,,,,,109.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,889710,3650,159,109,0,889710.0,889710,1,0,High-Performing
tomGtOIlF54,2025-10-06 05:04:23+00:00,UC3KAE02WDbs_nTVtO0qYIcQ,choochoo charles ne aaj mera dil tod diya   horror gameplay shortslive  live,,Kumar Gaming ,552000,,,,,,,,,,,20,,,,,,,,,8770.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,860986,4607,2,8770,0,860986.0,860986,0,0,Popular
8S63oMM9mms,2025-10-02 22:34:03+00:00,UCyXdHzogMvnKmczVa8XYnRA,    mata laxmi aarti in hindi  om jai laxmi mata  diwali dhanteras laxmiji,,Netula Bhakti Mantra,2830,,,,,,,,,,laxmi aarti in hindi lakshmi aarti maha lakshmi aarti        om jai laxmi mata om jai lakshmi mata jai lakshmi mata aarti jai laxmi mata        mahalaxmi songs om jai laxmi mata laxmi aarti laxmi ji ki aarti lakshmi mata ki aarti lakshmi ji ki aarti aarti lakshmi ji ki aarti laxmi ji ki laxmi mata ki aarti laxmi mata aarti jai laxmi mata aarti maa laxmi aarti aarti lakshmi mata ki,10,,,,,,,,,883.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,188135,1362,87,883,4,37627.0,188135,0,4,Standard
jHOnAk1dJBY,2025-10-04 12:13:13+00:00,UCqlvxaytOq2rt2J2p3apzzQ,pishachini  official trailer  kajol  ajay devgan films  new movie trailer teaser trailers 2025,,Phantom Pictures™,9860,,,,,,,,,,new movie trailer new movie trailers movie trailers new new hindi movie trailer new movie trailers 2025 hrithik roshan new movie trailer new movie trailers 2025  2027 new movie trailers 2025 september movie trailer new upcoming movies 2025 trailer movie trailers movie trailer 2025 horror movie trailer new trailer haunted movie trailer movie trailers 2025 2025 movie trailers kajol upcoming movies ajay devgn upcoming movies kajol movie trailer,24,,,,,,,,,125.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,219316,2103,45,125,2,73105.33333333333,219316,0,2,Standard
YrGPYXCoD5M,2025-10-06 18:45:02+00:00,UCLw6oSW5ZmS18a8vBEZMkeQ,top 1 heroic to grandmaster free fire live rank push freefirelive freefire,,AAWARI GAMER,721000,,,,,,,,,,,20,,,,,,,,,14787.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,580428,7517,2,14787,0,580428.0,580428,0,0,Popular
s8ieycCJZwE,2025-10-06 05:37:41+00:00,UCNApqoVYJbYSrni4YsbXzyQ,mass jathara  hudiyo hudiyo promo  ravi teja sreeleela  bheems ceciroleo  bhanu bogavarapu,,Aditya Music,36000000,,,,,,,,,,hudiyo hudiyo song mass jathara songs mass jathara teaser mass jathara trailer mass jathara songs telugu mass jathara new song mass jathara movie songs ravi teja new movie ravi teja songs ravi teja new song sreeleela songs sreeleela movies sreeleela new song bheems ceciroleo songs telugu lyrical songs songs telugu telugu video songs telugu songs 2025 new telugu songs telugu top songs telugu dance songs latest telugu songs telugu songs aditya music,10,,,,,,,,,41.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,391213,13822,278,41,0,391213.0,391213,0,0,Popular
i-8w5yDwukA,2025-09-29 12:30:27+00:00,UCrzx3ZPXEZpzEGLF1gIuORQ,the raja saab telugu trailer  prabhas  maruthi  thaman s  tg vishwa prasad  jan 9 2026,,People Media Factory,1260000,,,,,,,,,,people media factory raja saab raja saab trailer raja saab telugu trailer raja saab trailer telugu the raja saab trailer prabhas maruthi,24,,,,,,,,,214.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-01 00:00:00+00:00,18411094,551293,16089,214,1,9205547.0,20575193,1,7,Viral
i-8w5yDwukA,2025-09-29 12:30:27+00:00,UCrzx3ZPXEZpzEGLF1gIuORQ,the raja saab telugu trailer  prabhas  maruthi  thaman s  tg vishwa prasad  jan 9 2026,,People Media Factory,1260000,,,,,,,,,,people media factory raja saab raja saab trailer raja saab telugu trailer raja saab trailer telugu the raja saab trailer prabhas maruthi,24,,,,,,,,,214.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-02 00:00:00+00:00,19356054,559911,16269,214,2,6452018.0,20575193,1,7,Viral
i-8w5yDwukA,2025-09-29 12:30:27+00:00,UCrzx3ZPXEZpzEGLF1gIuORQ,the raja saab telugu trailer  prabhas  maruthi  thaman s  tg vishwa prasad  jan 9 2026,,People Media Factory,1260000,,,,,,,,,,people media factory raja saab raja saab trailer raja saab telugu trailer raja saab trailer telugu the raja saab trailer prabhas maruthi,24,,,,,,,,,214.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-03 00:00:00+00:00,19790847,564548,16349,214,3,4947711.75,20575193,1,7,Viral
i-8w5yDwukA,2025-09-29 12:30:27+00:00,UCrzx3ZPXEZpzEGLF1gIuORQ,the raja saab telugu trailer  prabhas  maruthi  thaman s  tg vishwa prasad  jan 9 2026,,People Media Factory,1260000,,,,,,,,,,people media factory raja saab raja saab trailer raja saab telugu trailer raja saab trailer telugu the raja saab trailer prabhas maruthi,24,,,,,,,,,214.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-04 00:00:00+00:00,20075544,567987,16421,214,4,4015108.8,20575193,1,7,Viral
i-8w5yDwukA,2025-09-29 12:30:27+00:00,UCrzx3ZPXEZpzEGLF1gIuORQ,the raja saab telugu trailer  prabhas  maruthi  thaman s  tg vishwa prasad  jan 9 2026,,People Media Factory,1260000,,,,,,,,,,people media factory raja saab raja saab trailer raja saab telugu trailer raja saab trailer telugu the raja saab trailer prabhas maruthi,24,,,,,,,,,214.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,20575193,572913,16505,214,7,2571899.125,20575193,1,7,Viral
fH9hTr4LSLg,2025-10-06 12:34:50+00:00,UCW3Ms3ZxVaZUniP-HifWCDg,minecraft but if we touch a block we get power,,Karry Kraft,750000,,,,,,,,,,carry depi minecraft doorbin,20,,,,,,,,,619.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,404751,5696,416,619,0,404751.0,404751,0,0,Popular
x8REGvjjUYk,2025-10-05 13:04:34+00:00,UCxR3fj3Cx6wnZi3HgUY8XzQ,tuition badmashi kaa  hemant faujdar kiran masoom sharma manisha sharma mukesh jaji aman jaji,,Chulbull Records,56200,,,,,,,,,,tuition badmashi kaa haryanvi song tuition badmashi kaa official video tuition badmashi kaa hemant faujdar tuition badmashi kaa full song trending haryanvi songs 2025 popular haryanvi hit 2025 kiran haryanvi singer masoom sharma songs mukesh jaji music aman jaji haryanvi beat haryanvi songs 2025 latest haryanvi hit badmashi song 2025 haryana desi song desi badmashi song aman raj gill nonu rana gangester song badmashi songs,10,,,,,,,,,468.0,hd,false,0,2025-10-07T17:54:27.825303,2025-10-07 00:00:00+00:00,123353,651,8,468,1,61676.5,123353,0,1,Standard
